group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Part 1,,,,,969712800.0,ns,2
Part 1,,,,,965352200.0,ns,2
Part 1,,,,,973843000.0,ns,2
Part 1,,,,,987687700.0,ns,2
Part 1,,,,,952825900.0,ns,2
Part 1,,,,,960726800.0,ns,2
Part 1,,,,,964977900.0,ns,2
Part 1,,,,,963576600.0,ns,2
Part 1,,,,,943459700.0,ns,2
Part 1,,,,,952507900.0,ns,2
